chr,numb_exons,decon,gatk,grapes,gc_content,mappability,cnv_length,decon_qual,gatk_qual,grapes_qual,sample_correlation,is_autosomal,genes_encoded,encoded_type,true_positive_encoded
2,5,1,0,0,36.76381483276781,0.3100390007500001,33007,10.1,,,0.8495530016968155,1,64,1,0
2,1,1,0,0,29.09090909090909,1.0,219,2.98,,,0.8495530016968155,1,3,1,0
6,7,1,0,0,31.52775988664176,0.3943727782600001,15525,6.82,,,0.8495530016968155,1,103,1,0
6,4,1,0,0,34.45024414884661,1.0,5938,7.31,,,0.8495530016968155,1,103,1,0
6,2,1,0,0,33.384191068599264,1.0,17040,5.03,,,0.8495530016968155,1,103,1,0
7,1,1,0,0,20.0,1.0,219,2.73,,,0.8495530016968155,1,104,1,0
10,1,1,0,0,27.65151515151515,1.0,263,2.63,,,0.8495530016968155,1,28,1,0
15,1,1,0,1,52.89855072463768,1.0,275,9.36,,0.75,0.8495530016968155,1,61,1,1
23,1,1,0,0,40.0,1.0,219,3.24,,,0.8495530016968155,0,21,0,0
23,1,1,0,0,41.544117647058826,1.0,271,2.95,,,0.8495530016968155,0,21,0,0
23,1,1,0,0,44.40993788819876,1.0,321,3.16,,,0.8495530016968155,0,21,0,0
9,5,1,1,1,36.14899173074133,0.1041207251513943,27571,30.1,697.09,0.981,0.8789690373923127,1,51,0,1
17,1,1,1,1,40.44368600682594,1.0,585,8.22,252.62,0.429,0.8789690373923127,1,128,0,1
19,3,1,1,1,48.36339345357381,0.3997410749253731,5987,18.2,55.03,1.0,0.8789690373923127,1,133,1,1
1,3,1,0,0,45.21241470394013,0.3424465695238096,4542,3.02,,,0.8789690373923127,1,100,0,0
1,1,1,0,0,27.40740740740741,1.0,269,4.12,,,0.8789690373923127,1,23,1,1
5,1,1,0,0,54.92424242424242,0.4722221111111112,263,2.59,,,0.8789690373923127,1,131,1,0
6,5,1,0,0,36.18134715025907,0.0454034850143884,19299,10.5,,,0.8789690373923127,1,59,0,0
11,3,1,0,0,48.496630378434425,0.4081018333333334,7715,6.06,,,0.8789690373923127,1,99,1,0
22,1,1,0,0,61.891117478510026,1.0,348,3.44,,,0.8789690373923127,1,70,1,0
23,2,1,0,0,35.92411260709915,1.0,3267,4.04,,,0.8789690373923127,0,21,1,0
23,20,1,0,0,58.70642478562503,0.3264510688149465,69620,27.6,,,0.8789690373923127,0,68,1,0
1,1,1,1,1,42.51101321585903,1.0,453,13.8,293.42,0.352,0.8543945789496256,1,27,0,1
1,6,1,1,1,42.25362956445227,0.1774088806479337,90919,63.1,1370.31,0.99,0.8543945789496256,1,92,0,1
17,5,1,1,1,54.55050561173464,0.2778626672881356,8998,-12.0,291.15,0.953,0.8543945789496256,1,47,1,1
7,1,1,0,1,26.89655172413793,1.0,289,15.5,,0.613,0.8543945789496256,1,126,1,1
17,2,1,0,0,55.8408215661104,0.2204847065,2336,17.8,,,0.8543945789496256,1,47,0,0
1,6,1,1,1,46.86743748319441,0.703125,11156,74.5,2067.95,0.998,0.8961488471664381,1,109,0,1
10,1,1,1,1,30.180180180180184,1.0,221,14.7,297.65,0.671,0.8961488471664381,1,77,0,1
12,3,1,1,1,40.11262007287181,0.476614,3018,36.8,162.89,1.0,0.8961488471664381,1,26,1,1
9,1,1,0,0,81.13207547169812,1.0,423,3.27,,,0.8961488471664381,1,65,1,0
18,1,1,0,0,35.0,1.0,219,14.2,,,0.8961488471664381,1,120,1,1
1,1,0,1,0,30.87248322147651,1.0,148,,15.59,,0.8107209510239014,1,44,0,0
1,1,1,1,1,48.95833333333333,1.0,287,12.1,37.89,0.682,0.8107209510239014,1,27,0,1
1,6,1,1,1,46.86743748319441,0.703125,11156,85.8,572.23,0.987,0.8107209510239014,1,109,0,1
6,1,0,1,0,30.76923076923077,1.0,129,,5.82,,0.8107209510239014,1,103,0,0
6,2,0,1,0,33.24106693507801,0.4653409091666666,3973,,13.01,,0.8107209510239014,1,103,0,0
16,2,1,1,0,45.977438948803766,1.0,8066,16.9,3.13,,0.8107209510239014,1,114,1,1
5,1,1,0,1,67.29166666666667,1.0,479,17.0,,0.192,0.8107209510239014,1,76,1,1
7,1,1,0,0,78.63636363636364,1.0,219,6.14,,,0.8107209510239014,1,62,0,0
1,7,1,1,1,51.957282789348994,0.5039729530120484,28278,66.2,2477.56,0.998,0.8657884277557836,1,124,0,1
1,2,1,1,1,40.06211180124223,1.0,643,15.1,62.99,1.0,0.8657884277557836,1,100,1,0
5,1,1,1,1,34.8,1.0,249,11.5,69.77,0.739,0.8657884277557836,1,76,1,1
15,1,1,1,1,38.76811594202898,1.0,275,9.36,142.58,0.956,0.8657884277557836,1,112,0,1
2,1,1,0,0,38.613861386138616,0.336111,403,12.9,,,0.8657884277557836,1,3,0,0
6,1,1,0,0,22.727272727272727,1.0,219,4.81,,,0.8657884277557836,1,103,0,0
23,1,1,0,0,38.18181818181819,1.0,219,3.04,,,0.8657884277557836,0,21,0,0
3,3,1,1,1,37.52399232245681,0.2672875307692307,4167,38.6,161.77,0.93,0.8999125075369625,1,98,1,1
5,6,1,1,1,34.69180410520446,0.1210407359976298,392720,100.0,2954.65,1.0,0.8999125075369625,1,53,0,1
14,1,1,1,1,30.434782608695656,1.0,275,12.0,182.32,0.908,0.8999125075369625,1,80,0,1
6,4,1,0,0,33.20473400243662,0.3529581408695652,34473,6.06,,,0.8999125075369625,1,103,1,0
10,1,1,0,0,43.26923076923077,1.0,415,4.15,,,0.8999125075369625,1,7,0,0
15,1,1,0,0,52.89855072463768,1.0,275,3.4,,,0.8999125075369625,1,61,1,0
19,1,1,0,1,84.27083333333333,0.7777776666666667,959,14.8,,0.252,0.8999125075369625,1,102,1,1
22,1,1,0,0,61.891117478510026,1.0,348,5.77,,,0.8999125075369625,1,70,0,0
11,1,1,1,1,59.17721518987342,1.0,315,11.6,38.21,0.419,0.8441809554205361,1,99,1,1
15,4,1,1,1,52.38548483045806,0.3307661058823529,16809,37.7,901.02,0.997,0.8441809554205361,1,130,0,1
23,4,1,1,1,35.25489396411093,0.093244631177449,49039,35.5,268.02,0.998,0.8441809554205361,0,21,1,1
1,1,1,0,0,42.62295081967213,1.0,243,3.22,,,0.8441809554205361,1,42,0,0
2,2,1,0,0,42.52542372881357,1.0,5899,8.38,,,0.8441809554205361,1,115,0,0
2,1,1,0,0,38.613861386138616,0.336111,403,8.59,,,0.8441809554205361,1,3,1,0
7,1,1,0,0,75.99009900990099,1.0,403,3.8,,,0.8441809554205361,1,97,0,0
9,3,1,0,0,34.1908594423685,0.6566729473684211,6957,5.54,,,0.8441809554205361,1,51,1,0
10,2,1,0,0,34.77477477477478,1.0,554,5.14,,,0.8441809554205361,1,95,0,0
12,1,1,0,0,33.730158730158735,1.0,251,2.64,,,0.8441809554205361,1,39,0,0
14,1,1,0,0,53.63636363636364,1.0,219,2.98,,,0.8441809554205361,1,141,1,0
14,4,1,0,0,48.152910918868365,0.670068,8553,8.62,,,0.8441809554205361,1,106,1,0
18,3,1,0,0,36.67424990342104,0.6042467958333333,23296,5.32,,,0.8441809554205361,1,120,0,0
23,1,1,0,1,39.34010152284264,1.0,393,7.81,,0.881,0.8441809554205361,0,21,0,1
2,1,1,1,1,41.2,1.0,249,8.74,33.6,0.626,0.8094515086734243,1,116,1,1
4,4,1,1,1,34.91411634467735,0.6509259444444445,28002,31.0,214.15,1.0,0.8094515086734243,1,72,1,1
6,1,1,1,1,52.142857142857146,1.0,279,6.4,77.41,0.992,0.8094515086734243,1,34,0,1
15,8,1,1,1,45.48902279718512,0.1770324060467289,47461,42.8,622.54,0.972,0.8094515086734243,1,61,0,1
3,1,1,0,0,57.89473684210527,1.0,569,2.36,,,0.8094515086734243,1,38,0,0
10,3,1,0,0,50.25453596136275,0.5645833,7660,12.6,,,0.8094515086734243,1,139,0,0
12,1,1,0,0,58.70967741935483,1.0,309,2.92,,,0.8094515086734243,1,88,0,0
23,35,1,0,0,37.45558084139245,0.1758921702970419,846762,42.4,,,0.8094515086734243,0,21,1,0
23,37,1,0,0,35.6856046452317,0.1677666140556602,674411,36.9,,,0.8094515086734243,0,21,1,0
23,3,1,0,0,41.29746835443038,1.0,1263,2.93,,,0.8094515086734243,0,36,1,0
23,8,1,0,0,38.40769561647049,0.3168113378723404,25572,12.8,,,0.8094515086734243,0,37,1,0
23,20,1,0,0,58.723465496150254,0.3264510688149465,69484,21.1,,,0.8094515086734243,0,68,1,0
10,2,1,1,1,34.69255062232956,0.089922873182857,21531,24.2,197.07,1.0,0.8992109744354552,1,0,1,1
15,1,1,1,1,61.40776699029126,1.0,411,16.4,805.9,0.542,0.8992109744354552,1,71,0,1
23,2,1,1,1,34.12744733909906,1.0,18846,7.89,611.2,0.91,0.8992109744354552,0,21,0,1
7,1,1,0,1,57.27272727272727,1.0,219,11.3,,0.991,0.8992109744354552,1,105,1,1
22,1,1,0,0,61.891117478510026,1.0,348,2.53,,,0.8992109744354552,1,70,1,0
23,3,1,0,0,39.1611999705167,0.4562519285714285,13566,3.6,,,0.8992109744354552,0,21,1,0
23,2,1,0,0,35.69523634357182,0.4539473909090908,21747,5.15,,,0.8992109744354552,0,21,1,0
23,2,1,0,0,32.70907329673878,1.0,3096,4.58,,,0.8992109744354552,0,21,1,0
23,6,1,0,0,34.0654576981432,0.8333333333333334,27681,7.84,,,0.8992109744354552,0,21,1,0
23,2,1,0,0,40.54567022538553,0.3425668675675675,12644,4.23,,,0.8992109744354552,0,37,1,0
1,1,1,1,1,48.75,1.0,959,14.0,289.99,1.0,0.8539085537041305,1,23,0,1
9,2,1,1,1,34.753661784287615,0.1605105904651162,2252,17.6,248.52,0.999,0.8539085537041305,1,51,0,1
17,1,1,1,1,63.2495164410058,1.0,1033,14.2,82.92,1.0,0.8539085537041305,1,117,1,1
23,8,1,1,1,37.16257534725256,0.2531017292592593,34340,79.5,313.02,1.0,0.8539085537041305,0,21,1,1
2,1,1,0,0,47.083333333333336,0.333333,239,9.64,,,0.8539085537041305,1,3,0,0
5,1,1,0,0,34.375,1.0,255,3.37,,,0.8539085537041305,1,144,1,0
10,7,1,0,0,56.31550191228332,0.4201389166666667,20132,13.2,,,0.8539085537041305,1,29,1,0
11,1,1,0,0,40.0,1.0,399,3.84,,,0.8539085537041305,1,20,0,0
12,7,1,0,0,41.61809404612909,0.3780459139616612,55929,16.0,,,0.8539085537041305,1,5,0,0
14,5,1,0,0,48.539960463146,0.5895604050000001,17704,17.5,,,0.8539085537041305,1,106,0,0
16,1,1,0,0,46.72131147540984,1.0,243,6.96,,,0.8539085537041305,1,114,0,0
2,4,1,1,1,38.21186190616701,0.1690590129885057,10166,57.9,176.34,0.89,0.8387987593462357,1,115,1,1
11,1,1,1,1,39.43089430894309,1.0,245,16.3,8.09,0.253,0.8387987593462357,1,20,1,1
17,8,1,1,1,62.125370512679766,1.0,9108,104.0,2251.53,0.99,0.8387987593462357,1,12,0,1
22,1,1,0,0,61.891117478510026,1.0,348,7.59,,,0.8387987593462357,1,70,1,0
23,1,1,0,1,35.43956043956044,1.0,363,7.0,,0.969,0.8387987593462357,0,21,0,1
7,1,1,1,1,58.409090909090914,1.0,439,18.7,83.12,0.91,0.8995741889111479,1,105,1,1
10,6,1,1,1,40.485595407384,0.3666114588235294,18986,74.5,1226.05,0.957,0.8995741889111479,1,101,0,1
12,5,1,1,1,41.126310989512085,0.4444279253333332,21929,84.6,225.98,1.0,0.8995741889111479,1,145,1,1
14,1,1,1,1,29.1044776119403,1.0,267,11.7,188.7,0.747,0.8995741889111479,1,80,0,1
1,1,1,1,1,40.7185628742515,1.0,333,9.81,22.33,0.296,0.8829743535925723,1,23,1,1
1,5,1,1,1,37.93856559109483,1.0,14193,39.1,1827.29,1.0,0.8829743535925723,1,23,0,1
9,8,1,1,1,36.93139035301413,0.0758574826285347,45153,56.4,632.79,1.0,0.8829743535925723,1,51,1,1
14,1,1,1,1,32.86516853932584,1.0,355,7.61,258.34,0.626,0.8829743535925723,1,80,0,1
6,1,1,0,0,27.727272727272727,1.0,219,2.64,,,0.8829743535925723,1,103,0,0
7,1,1,0,0,20.0,1.0,219,2.81,,,0.8829743535925723,1,104,0,0
23,24,1,0,0,38.64434200496756,0.2252440325704437,385701,27.5,,,0.8829743535925723,0,21,1,0
23,22,1,0,0,35.58520836903419,0.1486964910590791,618565,21.9,,,0.8829743535925723,0,21,1,0
23,13,1,0,0,36.0192774474971,0.1519831488547392,284269,13.9,,,0.8829743535925723,0,21,1,0
23,7,1,0,0,43.67827366356057,0.2193719195049504,10194,6.8,,,0.8829743535925723,0,36,1,0
23,7,1,0,0,38.43187133303245,0.3168113378723404,24372,9.68,,,0.8829743535925723,0,37,1,0
23,24,1,0,0,58.82840907519805,0.3264510688149465,72328,28.1,,,0.8829743535925723,0,68,1,0
1,2,1,1,1,40.27164685908319,1.0,2944,25.7,87.22,1.0,0.8709151108434086,1,23,1,1
6,3,1,1,1,33.091976516634055,0.4136771622222222,15329,21.8,221.37,0.986,0.8709151108434086,1,103,0,1
6,1,1,1,1,36.36363636363637,1.0,219,8.55,122.36,0.902,0.8709151108434086,1,59,0,1
7,1,1,1,1,40.11976047904192,1.0,333,13.2,42.49,0.644,0.8709151108434086,1,126,1,1
1,2,1,0,0,40.06211180124223,1.0,643,2.91,,,0.8709151108434086,1,100,0,0
2,4,1,0,0,37.16177317213587,0.3485078029729729,10421,4.71,,,0.8709151108434086,1,64,0,0
5,1,1,0,0,34.78260869565217,1.0,275,2.59,,,0.8709151108434086,1,76,0,0
1,5,1,1,1,44.52797766083128,0.37338215,27932,31.8,428.59,0.986,0.8656957864927433,1,93,0,1
4,1,1,1,1,32.971014492753625,1.0,275,9.59,56.72,0.727,0.8656957864927433,1,58,1,1
15,7,1,1,1,42.993239090350336,0.25138651825,6507,65.4,282.55,1.0,0.8656957864927433,1,45,1,1
18,1,1,1,1,36.597938144329895,1.0,387,7.07,17.04,0.99,0.8656957864927433,1,19,0,1
2,1,1,0,0,38.613861386138616,0.336111,403,8.8,,,0.8656957864927433,1,3,0,0
7,1,1,0,0,75.99009900990099,1.0,403,3.71,,,0.8656957864927433,1,97,1,0
10,1,1,0,0,34.7682119205298,1.0,301,2.82,,,0.8656957864927433,1,7,0,0
17,5,1,0,0,33.325986334582325,0.6759257777777777,9073,4.15,,,0.8656957864927433,1,128,0,0
23,2,1,0,0,40.54567022538553,0.3425668675675675,12644,4.56,,,0.8656957864927433,0,37,1,0
1,1,1,1,1,39.63414634146341,1.0,327,10.9,37.47,0.711,0.8890154379379468,1,92,1,1
5,7,1,1,1,34.6478520957959,0.1416720281307122,383815,86.9,380.04,1.0,0.8890154379379468,1,53,1,1
10,1,1,1,1,69.72477064220183,1.0,544,11.2,115.7,0.369,0.8890154379379468,1,118,0,1
20,5,1,1,1,49.87640668704872,0.3689029872395833,30745,52.3,1621.14,1.0,0.8890154379379468,1,82,0,1
1,5,1,0,0,41.9659002841643,0.3260998254761904,15483,5.29,,,0.8890154379379468,1,93,0,0
15,1,1,0,0,44.86301369863014,1.0,291,3.84,,,0.8890154379379468,1,112,0,0
3,1,1,1,0,48.37662337662338,1.0,307,9.18,69.66,,0.8488424964977165,1,55,0,1
10,8,1,1,1,40.94583526227699,0.6428570952380952,28080,52.9,317.84,1.0,0.8488424964977165,1,101,1,1
19,2,1,1,1,64.60272011453114,0.6666665555555555,2793,13.5,280.87,0.998,0.8488424964977165,1,102,0,1
4,1,1,0,1,40.400000000000006,1.0,249,5.56,,0.315,0.8488424964977165,1,58,1,1
22,1,1,0,0,61.891117478510026,1.0,348,3.41,,,0.8488424964977165,1,70,0,0
23,84,1,0,0,37.16340043738193,0.1998755768815688,69519103,147.0,,,0.8488424964977165,0,21,1,0
23,8,1,0,0,38.40769561647049,0.3168113378723404,25572,12.3,,,0.8488424964977165,0,37,1,0
1,7,1,1,1,49.26992073425115,0.5144688035714285,9587,75.9,328.21,0.944,0.8903981161076575,1,46,1,1
3,2,1,1,1,41.85267857142857,1.0,895,18.2,282.16,0.973,0.8903981161076575,1,113,0,1
7,1,1,1,0,33.84615384615385,1.0,259,6.05,103.07,,0.8903981161076575,1,62,0,1
10,1,1,1,1,40.845070422535215,1.0,283,12.3,21.72,0.964,0.8903981161076575,1,57,1,1
10,1,1,1,1,28.27868852459016,1.0,243,11.7,99.69,0.528,0.8903981161076575,1,28,0,1
1,3,1,0,0,60.0802407221665,1.0,1993,4.31,,,0.8903981161076575,1,66,0,1
2,1,1,0,0,38.613861386138616,0.336111,403,3.75,,,0.8903981161076575,1,3,1,1
5,1,1,0,0,56.5686274509804,1.0,1019,3.63,,,0.8903981161076575,1,53,0,1
7,1,1,0,0,60.430686406460296,0.75,742,2.5,,,0.8903981161076575,1,137,1,1
9,3,1,0,0,37.44540321721529,0.625,9386,6.52,,,0.8903981161076575,1,65,0,1
19,2,1,0,0,64.60272011453114,0.6666665555555555,2793,4.53,,,0.8903981161076575,1,102,1,1
1,1,1,1,0,27.27272727272727,1.0,219,8.1,40.06,,0.8042027144882831,1,23,0,0
6,1,1,1,0,23.63636363636364,1.0,219,5.62,206.01,,0.8042027144882831,1,103,0,0
11,1,1,1,1,33.89261744966443,1.0,297,8.17,7.67,0.207,0.8042027144882831,1,20,1,1
11,2,1,1,1,49.30555555555556,0.4081018333333334,3455,16.7,111.67,1.0,0.8042027144882831,1,99,1,1
12,1,1,1,1,34.23076923076923,1.0,259,7.88,73.75,0.989,0.8042027144882831,1,39,0,1
22,6,1,1,1,55.07877545792238,0.564262805,15613,65.2,1473.08,1.0,0.8042027144882831,1,70,0,1
6,1,1,0,0,33.63636363636363,1.0,219,2.61,,,0.8042027144882831,1,103,0,0
7,1,1,0,0,37.5776397515528,1.0,321,2.85,,,0.8042027144882831,1,126,1,0
8,2,1,0,0,41.271611823759066,1.0,1792,4.89,,,0.8042027144882831,1,74,1,0
10,8,1,0,0,41.11143682733783,0.3012343394035087,23878,21.0,,,0.8042027144882831,1,101,1,0
12,6,1,0,0,43.284727551803535,0.4627927779411764,24756,7.3,,,0.8042027144882831,1,26,0,0
14,1,1,0,0,42.517006802721085,1.0,293,2.7,,,0.8042027144882831,1,9,0,0
3,3,1,1,1,45.34989397152378,1.0,13203,10.8,116.5,0.999,0.8525544375377839,1,56,1,1
3,1,1,1,1,50.0,1.0,241,4.34,189.46,0.816,0.8525544375377839,1,90,0,1
11,1,1,1,1,44.79166666666667,1.0,287,3.17,17.48,0.07,0.8525544375377839,1,20,1,1
18,4,1,1,1,38.30027542750709,0.335925354318182,50466,9.69,828.85,0.864,0.8525544375377839,1,120,0,1
23,85,1,0,0,37.16377186673929,0.1998716838188434,69522996,203.0,,,0.8525544375377839,0,21,1,0
23,33,1,0,0,39.37664149667207,0.185905505482415,34084366,55.8,,,0.8525544375377839,0,37,1,0
1,7,1,1,1,42.15232094876309,0.2866204697457626,43171,36.5,294.27,0.907,0.8854758416291499,1,93,1,1
2,7,0,1,0,39.50667722084621,0.5393914072727273,39162,,1139.58,,0.8854758416291499,1,116,0,0
3,1,1,1,1,53.826530612244895,1.0,391,6.08,289.76,0.441,0.8854758416291499,1,90,0,1
10,1,1,1,1,51.006711409395976,1.0,297,8.5,18.35,0.666,0.8854758416291499,1,118,1,1
2,8,1,0,1,37.904409111683066,0.1483864754318862,291010,49.5,,0.997,0.8854758416291499,1,116,0,1
15,1,1,0,0,31.521739130434785,1.0,275,3.46,,,0.8854758416291499,1,112,0,0
23,1,1,0,0,27.40740740740741,1.0,269,4.13,,,0.8854758416291499,0,37,0,0
20,1,0,0,1,73.01293900184844,1.0,540,,,0.999,0.8854758416291499,1,43,1,0
23,1,0,0,1,62.08791208791209,1.0,181,,,0.956,0.8854758416291499,0,68,1,0
6,3,1,1,1,33.36450345988405,0.7333333333333334,21387,36.5,91.44,1.0,0.8405915754262175,1,103,1,1
7,1,1,1,1,37.5776397515528,1.0,321,11.6,91.99,0.968,0.8405915754262175,1,126,0,1
10,8,1,1,1,41.11143682733783,0.3012343394035087,23878,85.2,1469.87,0.961,0.8405915754262175,1,101,0,1
14,1,1,1,1,42.517006802721085,1.0,293,14.5,80.94,0.742,0.8405915754262175,1,9,1,1
1,1,1,0,0,53.273809523809526,1.0,335,2.78,,,0.8405915754262175,1,15,1,0
2,1,1,0,0,38.613861386138616,0.336111,403,7.38,,,0.8405915754262175,1,3,0,0
6,1,1,0,0,23.63636363636364,1.0,219,3.93,,,0.8405915754262175,1,103,1,0
6,1,1,0,0,32.64604810996563,1.0,290,3.47,,,0.8405915754262175,1,59,0,0
11,1,1,0,0,33.89261744966443,1.0,297,4.16,,,0.8405915754262175,1,20,0,0
11,2,1,0,0,49.30555555555556,0.4081018333333334,3455,6.55,,,0.8405915754262175,1,99,0,0
12,1,1,0,0,39.14728682170542,1.0,515,3.39,,,0.8405915754262175,1,26,0,0
12,5,1,0,0,42.348599956587805,0.3183991646153846,18427,14.5,,,0.8405915754262175,1,26,0,0
22,6,1,0,0,55.07877545792238,0.564262805,15613,23.1,,,0.8405915754262175,1,70,1,0
3,7,1,1,1,44.30598953431465,0.4199902489130436,53125,31.5,863.22,0.97,0.7851503564429488,1,56,0,1
12,7,1,1,1,43.01541870556736,0.3124699091309902,54154,61.5,201.19,0.953,0.7851503564429488,1,26,1,1
15,1,1,1,1,61.40776699029126,1.0,411,10.8,135.98,0.555,0.7851503564429488,1,71,0,1
1,3,1,0,0,55.65797838525112,0.8333333333333334,3145,3.68,,,0.7851503564429488,1,124,0,0
6,1,1,0,1,43.596730245231605,1.0,366,8.75,,0.257,0.7851503564429488,1,96,1,1
1,8,1,1,1,41.26754748142032,0.4374338975609755,24219,89.8,3076.53,1.0,0.8812620225198526,1,27,0,1
4,1,1,1,0,36.016949152542374,1.0,235,13.0,83.44,,0.8812620225198526,1,107,0,1
19,1,1,1,1,37.98219584569733,1.0,336,13.9,95.54,0.696,0.8812620225198526,1,133,1,1
20,4,1,1,1,51.5556938394524,0.4231706023255814,9641,53.6,913.71,1.0,0.8812620225198526,1,82,1,1
4,2,1,0,0,34.81526904798405,1.0,6522,5.74,,,0.8812620225198526,1,72,0,0
2,3,1,1,1,46.650463314598205,0.57876600625,6582,34.1,786.25,0.9,0.8603444675579708,1,127,0,1
4,1,1,1,0,40.400000000000006,1.0,249,9.91,84.72,,0.8603444675579708,1,58,0,1
5,7,1,1,1,34.65313549114579,0.1237374433647892,429230,104.0,391.57,0.999,0.8603444675579708,1,53,1,1
3,1,1,0,0,40.400000000000006,1.0,249,9.18,,,0.8603444675579708,1,113,1,1
17,1,1,0,0,54.107648725212464,1.0,705,7.5,,,0.8603444675579708,1,47,0,0
22,1,1,0,0,61.891117478510026,1.0,348,2.62,,,0.8603444675579708,1,70,0,0
9,1,0,1,0,37.9746835443038,1.0,315,,173.97,,0.8968854324906006,1,65,1,1
9,8,1,1,1,38.0278952228216,0.625,20576,121.0,582.11,0.951,0.8968854324906006,1,65,1,1
10,4,1,1,1,42.18973918028088,1.0,6977,40.6,926.47,1.0,0.8968854324906006,1,77,0,1
12,1,1,1,1,53.09734513274337,1.0,225,10.7,203.1,0.985,0.8968854324906006,1,86,0,1
22,1,1,0,0,61.891117478510026,1.0,348,3.17,,,0.8968854324906006,1,70,1,0
1,4,1,1,1,39.889835393582274,0.083748165058201,15612,87.4,368.72,1.0,0.895033230227818,1,23,1,1
6,7,1,1,1,34.05833314403834,0.3975534023157894,88045,92.0,1190.46,0.925,0.895033230227818,1,103,0,1
12,1,1,1,1,53.09734513274337,1.0,225,15.5,212.51,0.986,0.895033230227818,1,86,0,1
2,1,1,0,0,38.613861386138616,0.336111,403,10.1,,,0.895033230227818,1,3,0,0
7,1,1,0,1,32.89473684210527,1.0,227,15.8,,0.974,0.895033230227818,1,104,1,1
3,1,1,1,1,52.59433962264151,1.0,423,2.8,81.04,0.661,0.8960645567677558,1,90,1,1
7,1,1,1,1,33.18181818181819,1.0,219,2.58,146.9,0.947,0.8960645567677558,1,25,0,1
11,4,1,1,1,46.5482060874001,0.2550624163207546,11761,13.4,1139.17,0.998,0.8960645567677558,1,99,0,1
12,5,1,1,1,48.75757245982516,0.1258941770359711,55133,13.3,394.15,1.0,0.8960645567677558,1,88,1,1
23,119,1,0,0,38.07684707028962,0.1926618223395585,122509549,282.0,,,0.8960645567677558,0,21,1,0
3,1,1,1,1,61.66219839142091,1.0,372,5.33,61.71,0.034,0.8689105397524761,1,90,1,1
6,10,1,1,1,35.10907838831646,0.1183062415689126,153925,53.4,1062.67,0.994,0.8689105397524761,1,103,0,1
18,6,1,1,1,38.56455789863115,0.8,27029,28.1,468.32,1.0,0.8689105397524761,1,120,1,1
19,1,1,1,1,64.32038834951457,1.0,411,3.21,180.38,0.977,0.8689105397524761,1,6,0,1
6,3,1,0,0,28.41619125237707,0.4247233166666666,3680,8.69,,,0.8689105397524761,1,103,0,0
6,3,1,0,0,34.371395617070355,1.0,5201,4.24,,,0.8689105397524761,1,103,0,0
7,1,1,0,0,20.0,1.0,219,5.4,,,0.8689105397524761,1,104,0,0
7,1,1,0,0,21.363636363636363,1.0,219,4.11,,,0.8689105397524761,1,62,0,0
23,14,1,0,0,38.439191939467946,0.2405750316060603,179342,13.0,,,0.8689105397524761,0,21,1,0
23,4,1,0,0,36.98769449811858,0.2293661824438777,29498,3.49,,,0.8689105397524761,0,21,1,0
23,2,1,0,0,35.17125748502994,0.5128787272727272,20874,4.0,,,0.8689105397524761,0,21,1,0
23,7,1,0,0,43.67827366356057,0.2193719195049504,10194,4.47,,,0.8689105397524761,0,36,1,0
23,4,1,0,0,41.21296727159919,0.2161873581818182,6446,5.63,,,0.8689105397524761,0,37,1,0
23,25,1,0,0,39.37707165764539,0.1858702190585945,34046708,38.3,,,0.8689105397524761,0,37,1,0
3,1,1,1,1,59.62732919254658,1.0,321,4.55,7.91,0.547,0.8229585939845555,1,134,0,1
7,1,0,1,0,65.45454545454545,1.0,164,,7.54,,0.8229585939845555,1,104,1,0
9,1,0,1,0,64.42953020134227,1.0,148,,56.11,,0.8229585939845555,1,41,0,0
10,4,1,1,1,34.83802573837582,0.1224658920034128,40561,27.0,160.41,1.0,0.8229585939845555,1,0,1,1
1,8,1,0,0,50.22947475777665,0.5083001077272727,13726,22.3,,,0.8229585939845555,1,46,1,0
2,2,1,0,0,40.07615421227987,0.1106317716016597,4201,5.61,,,0.8229585939845555,1,3,1,0
5,1,1,0,0,30.454545454545457,1.0,219,2.68,,,0.8229585939845555,1,76,0,0
7,1,1,0,0,75.99009900990099,1.0,403,3.12,,,0.8229585939845555,1,97,0,0
9,1,1,0,0,81.13207547169812,1.0,423,5.61,,,0.8229585939845555,1,65,0,0
9,2,1,0,1,68.08003811338733,1.0,2098,9.7,,1.0,0.8229585939845555,1,41,0,1
10,4,1,0,0,35.6255088354331,0.1824342590702392,341465,18.5,,,0.8229585939845555,1,7,0,0
10,1,1,0,0,49.17355371900827,1.0,241,2.72,,,0.8229585939845555,1,125,1,0
15,1,1,0,0,31.521739130434785,1.0,275,4.0,,,0.8229585939845555,1,112,0,0
15,1,1,0,0,31.521739130434785,1.0,275,2.93,,,0.8229585939845555,1,112,0,0
16,1,1,0,0,77.38853503184714,1.0,627,4.61,,,0.8229585939845555,1,30,0,0
22,1,1,0,0,61.891117478510026,1.0,348,4.95,,,0.8229585939845555,1,70,0,0
1,1,0,0,1,58.28779599271403,1.0,548,,,0.994,0.8229585939845555,1,136,1,0
2,1,0,0,1,43.49157733537519,1.0,1305,,,0.999,0.8229585939845555,1,116,1,0
2,1,0,0,1,44.60580912863071,1.0,1445,,,0.999,0.8229585939845555,1,3,1,0
2,1,0,0,1,44.271570014144274,1.0,706,,,1.0,0.8229585939845555,1,3,1,0
2,1,0,0,1,45.18884892086332,1.0,2223,,,0.994,0.8229585939845555,1,3,1,0
